flow,measure,group,article,year,values,max_value
export_uk,value,,"Linen Manufactures: Piece Goods, White or Plain Yards",1893,"139,682,300|3,125,213",139682300
export_uk,quantity,,"Piece Goods, White or Plain",1894,"135,157,200",135157200
export_uk,value,,"Linen Manufactures: Piece Goods, White or Plain Yards",1894,"135,157,200|2,895,100",135157200
export_uk,quantity,,Worsted Coatings and Suitings,1893,"129,928,800",129928800
reexport,quantity,,Chicory : Raw or Kiln-dried Cwts. Roasted or Ground Lbs. „ „ In Bond,1897,"128,147,849",128147849
export_uk,quantity,,Jute Manufactures: Piece Goods - Yards,1878,"122,901,200",122901200
reexport,value,,"Linen, Yarn - - - - - - - - - - - - - - - Manufactures, including Manufactures of Linen, mixed with Cotton - - - - - - - - - - - - - - -",1895,"122,624,338",122624338
reexport,quantity,,"Wool, Sheep and Lambs' (including Wool of the Alpaca and Llama Tribe)",1869,"116,608,305",116608305
reexport,value,,"Linen, Yarn - - - - - - - - - - - - - - - Manufactures, including Manufactures of Linen, mixed with Cotton - - - - - - - - - - - - - - -",1898,"114,933,373",114933373
export_uk,quantity,,Worsted Coatings and Suitings,1894,"110,674,100",110674100
export_uk,quantity,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials,1895,"109,025,600",109025600
import,quantity,,Petroloum,1890,"105,080,863",105080863
import,quantity,,Petroloum,1889,"102,881,256",102881256
reexport,value,Wood and Timber,Furniture woods:  Mahogany,1898,"96,737,410",96737410
export_uk,quantity,,"Woollen Manufactures:Cloths, Coatings, Stuffs, &c.",1884,"95,393,200",95393200
import,quantity,,Petroloum,1888,"94,401,285",94401285
export_uk,quantity,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials,1896,"93,996,100",93996100
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1899,"93,549,823",93549823
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1899,"93,032,292",93032292
reexport,quantity,,"Wool, Sheep and Lambs' (including Wool of the Alpaca and Llama Tribe)",1870,"92,542,364",92542364
export_uk,quantity,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials,1897,"91,638,900",91638900
reexport,quantity,,"Wool, Sheep and Lambs' (including Wool of the Alpaca and Llama Tribe)",1867,"90,839,584",90839584
export_uk,quantity,,Mixed with other materials,1893,"89,407,800",89407800
export_uk,quantity,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials,1893,"89,407,800",89407800
import,quantity,Tobacco,Unmanufactured,1878,"89,250,025",89250025
export_uk,quantity,,"Woollen Manufactures:Cloths, Coatings, Stuffs, &c.",1883,"88,229,200",88229200
export_uk,quantity,,"Woollen Manufactures:Cloths, Coatings, Stuffs, &c.",1888,"87,261,400",87261400
import,quantity,,Gold Leaves,1893,"85,089,000",85089000
import,quantity,,Gold Leaves,1894,"84,614,380",84614380
reexport,value,,Liverpool - - - - - -,1893,"83,574,653",83574653
import,quantity,,Gold Leaves,1892,"83,005,300",83005300
reexport,value,,"Linen, Yarn - - - - - - - - - - - - - - - Manufactures, including Manufactures of Linen, mixed with Cotton - - - - - - - - - - - - - - -",1894,"81,525,298",81525298
import,value,,Sugar : Refined and Candy . . . . . Unrefined . . . . . Molasses . . . . . Glucose . . . . .,1890,"81,405,110",81405110
reexport,value,,Liverpool - - - - - - -,1899,"81,262,962",81262962
reexport,value,,Liverpool -,1874,"79,460,771",79460771
import,quantity,,Petroloum,1887,"77,890,435",77890435
export_uk,quantity,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials,1894,"77,558,300",77558300
import,quantity,Tobacco,"Unmanufactured, Stemmed or Stripped",1900,"77,384,767",77384767
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1898,"75,850,332",75850332
import,quantity,,Unmanufactured,1895,"72,879,623",72879623
reexport,value,,Liverpool -,1876,"72,864,643",72864643
import,quantity,,Petroloum,1886,"71,251,730",71251730
import,quantity,,Stuffs,1893,"70,424,733",70424733
reexport,value,,Liverpool -,1875,"70,116,716",70116716
export_uk,quantity,,"Cloths, Coatings, Stuffs, &amp;c.",1889,"69,154,900",69154900
export_uk,quantity,,"Woollen Manufactures:Cloths, Coatings, Stuffs, &c.",1889,"69,154,900",69154900
reexport,value,Wood and Timber,Furniture woods:  Mahogany,1897,"68,658,928",68658928
reexport,value,,Liverpool -,1877,"68,469,697",68469697
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1897,"65,816,306",65816306
import,quantity,Tobacco,Unmanufactured,1892,"63,418,617",63418617
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1896,"62,986,516",62986516
import,value,"Corn, Grain, and Meal",Wheat . . . . . Cuts.,1890,"60,474,180",60474180
reexport,value,,Runcorn - -,1895,"59,704,161",59704161
export_uk,value,Cotton Manufactures,TOTAL - - - - -,1887,"59,530,441",59530441
reexport,value,,Runcorn - -,1897,"59,054,410",59054410
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1896,"58,561,796",58561796
import,value,"Corn, Grain, and Meal",Wheat . . . . . Cuts.,1889,"58,551,887",58551887
reexport,value,,London -,1874,"57,923,927",57923927
import,quantity,,Tobacco: Unmanufactured,1894,"57,781,317",57781317
reexport,value,,Runcorn - -,1894,"57,780,230",57780230
import,quantity,,Tobacco:Raw,1867,"57,586,287",57586287
export_uk,value,Cotton Manufactures,TOTAL - - - - -,1886,"57,367,235",57367235
import,value,"Corn, Grain, and Meal",Wheat . . . . . Cuts.,1888,"57,261,363",57261363
reexport,value,,Runcorn - -,1896,"56,233,663",56233663
export_uk,quantity,,Worsted (combed or carded),1900,"56,067,600",56067600
reexport,value,,"„ Unenumerated, not sweetened or mixed „",1900,"55,852,221",55852221
import,value,"Corn, Grain, and Meal",Wheat . . . . . Cuts.,1887,"55,802,518",55802518
import,value,,"Cotton, Raw - - - - -",1868,"55,194,157",55194157
reexport,value,,"„ „ Sweetened or mixed, tested „",1900,"55,119,635",55119635
import,quantity,,Tobacco:Raw,1866,"54,374,797",54374797
reexport,value,,London - - - - - - -,1899,"53,717,477",53717477
export_uk,value,Cotton Manufactures,Total - - - - -,1869,"53,021,505",53021505
export_uk,value,Cotton Manufactures,Total - - - - -,1868,"52,971,873",52971873
import,quantity,,Tobacco:Raw,1869,"52,598,590",52598590
import,quantity,,"Unmanufactured, Stemmed or Stripped",1893,"52,469,509",52469509
reexport,value,,London -,1875,"52,071,239",52071239
reexport,value,,London -,1876,"51,985,826",51985826
reexport,quantity,,Waste of (Raw and Yarn),1899,"51,587,338",51587338
reexport,value,,"Waste of (Raw and Yarn) . . . . . """,1899,"51,587,338",51587338
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1897,"50,381,636",50381636
export_uk,quantity,,Jute Manufactures,1869,"742,365|50,127,553|50,127,853",50127853
reexport,value,,"Ether :  Acetic . . . . . Lbs.  Butyric . . . . . Gallons  Sulphuric . . . . . ,,",1899,"49,851,688",49851688
import,quantity,,"Gold, Leaves of . . . . .",1899,"49,108,570",49108570
import,quantity,,Tobacco:Raw,1868,"49,016,586",49016586
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1898,"48,225,180",48225180
import,quantity,Tobacco,Raw,1881,"48,195,597",48195597
reexport,value,,London -,1877,"48,145,873",48145873
reexport,value,,TOTAL - - - - -,1868,"48,100,612",48100612
import,value,"Corn, Grain, and Meal",Wheat . . . . . Cuts.,1886,"47,435,806",47435806
export_uk,value,Cotton Manufactures,Total of Piece Goods - - - - -,1895,"46,759,358",46759358
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1895,"46,756,997",46756997
import,quantity,,"Preserved without Sugar, other than dried . . . . .",1895,"45,856,313",45856313
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1895,"45,856,313",45856313
import,quantity,,Leather,1879,"45,717,763|15,717,763",45717763
import,quantity,,Tobacco:Raw,1870,"45,557,887",45557887
export_uk,quantity,,Bleached and Dyed,1888,"45,217,900",45217900
export_uk,quantity,"Coal, Cinders, &amp;c., viz.",Coal and Culm,1900,"44,089,197",44089197
export_uk,quantity,,Woollen and Worsted Yarn,1868,"42,799,410|43,653,732",43653732
import,quantity,Skins and Furs,Unenumerated,1893,"43,295,494",43295494
export_uk,quantity,,Jute Manufactures,1868,"43,081,332|706,966",43081332
reexport,quantity,,Tea . . . . .,1900,"43,057,884",43057884
reexport,value,,Tca . . . . . Lbs.,1900,"43,057,884",43057884
import,quantity,,Coconut,1895,"42,769,307",42769307
reexport,value,,London - - - - - -,1893,"42,311,028",42311028
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1899,"42,194,937",42194937
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1897,"40,087,800",40087800
export_uk,quantity,"Wool, viz.","Sheep and Lambs', British, raw or undressed",1897,"40,087,800",40087800
import,quantity,,",, Lubricating",1900,"39,709,563",39709563
import,quantity,,Leather,1878,"39,542,758",39542758
import,quantity,,Coconut,1894,"39,115,963",39115963
import,quantity,,Coconut,1896,"38,281,893",38281893
import,quantity,,Preserved without Sugar,1893,"37,615,004|37,345,004",37615004
reexport,value,,Tca . . . . . Lbs.,1897,"37,354,723",37354723
export_uk,quantity,,Jute Yarn,1896,"37,224,300",37224300
import,quantity,,Other kinds of Corn and Grain,1869,"36,802,762|36,802,971|36,802,871",36802971
reexport,value,,Tca . . . . . Lbs.,1898,"36,334,902",36334902
export_uk,value,,"Piece Goods, White or Plain - - - - -",1872,"34,842,628",34842628
export_uk,value,,"Piece Goods, White or Plain - - - - -",1874,"34,741,084",34741084
import,quantity,,Coconut,1897,"34,553,531",34553531
export_uk,value,,"Piece Goods, White or Plain - - - - -",1873,"34,283,471",34283471
export_uk,value,,"Piece Goods, White or Plain - - - - -",1883,"34,151,333",34151333
reexport,value,,Tca . . . . . Lbs.,1896,"34,027,806",34027806
export_uk,value,,"Piece Goods, White or Plain - - - - -",1870,"33,922,092",33922092
import,quantity,,Parroleum,1877,"33,866,311",33866311
reexport,value,Wood and Timber,Furniture woods:  Mahogany,1895,"33,647,709",33647709
export_uk,value,,"Piece Goods, White or Plain - - - - -",1882,"33,469,672",33469672
export_uk,value,,"Piece Goods, White or Plain - - - - -",1871,"33,303,025",33303025
export_uk,value,,"Piece Goods, White or Plain - - - - -",1875,"33,255,013",33255013
import,quantity,,Cocon,1893,"32,982,005",32982005
import,quantity,,Coconut,1893,"32,982,005",32982005
export_uk,value,Cotton Manufactures,"Piece Goods, White or Plain - - - - -",1887,"32,313,698",32313698
export_uk,value,,"Piece Goods, White or Plain - - - - -",1886,"32,237,682",32237682
reexport,quantity,,Tea . . . . .,1899,"32,224,205",32224205
reexport,value,,Tca . . . . . Lbs.,1899,"32,224,205",32224205
export_uk,value,,"Piece Goods, White or Plain - - - - -",1884,"31,850,336",31850336
export_uk,value,Cotton Manufactures,"Piece Goods, Unbleached, Grey - - - - -",1884,"31,850,336",31850336
export_uk,value,,"Piece Goods, White or Plain - - - - -",1877,"31,809,747",31809747
export_uk,value,,"Piece Goods, White or Plain - - - - -",1876,"31,454,280",31454280
reexport,value,,"Linen, Yarn - - - - - - - - - - - - - - - Manufactures, including Manufactures of Linen, mixed with Cotton - - - - - - - - - - - - - - -",1897,"31,427,181",31427181
reexport,value,Wood and Timber,Furniture woods:  Mahogany,1894,"31,367,338",31367338
import,quantity,,Cocon,1891,"31,282,598",31282598
import,quantity,,Other kinds of Corn and Grain,1868,"31,211,936|31,211,670",31211936
export_uk,value,,"Piece Goods, White or Plain - - - - -",1868,"31,095,692",31095692
export_uk,value,Cotton Manufactures,"Piece Goods, White or Plain - - - - -",1868,"31,095,692",31095692
import,quantity,,Cocon,1892,"30,839,525",30839525
reexport,value,,Rabbit Skins - - - - -,1895,"30,685,896",30685896
import,value,Cotton,Raw - - - - -,1893,"30,654,912",30654912
export_uk,value,,"Piece Goods, White or Plain - - - - -",1885,"30,565,477",30565477
export_uk,value,,"Piece Goods, White or Plain - - - - -",1869,"30,264,123",30264123
export_uk,quantity,,Of mixed Materials (Cotton predomining),1881,"29,637,200",29637200
reexport,quantity,Furs,Unenumerated,1893,"28,985,216",28985216
import,quantity,,Cocon,1890,"28,112,210",28112210
export_uk,quantity,,"Combed or Carded, and Tops",1900,"28,031,200",28031200
import,quantity,"Animals, Living",Coconut,1887,"27,352,568",27352568
reexport,value,,TOTAL from SCOTLAND - - -,1899,"27,212,339",27212339
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1899,"26,867,500",26867500
import,quantity,Wool,Goats' Wool : Mohair,1899,"26,650,852",26650852
import,quantity,,Cocon,1889,"26,509,791",26509791
export_uk,quantity,"Worsted Tissues, viz: Worsted Coatings and Trouserings of all kinds","Broad, all Wool",1895,"26,278,100",26278100
reexport,value,,""" Other than Muslins . . . . . """,1896,"26,252,700",26252700
import,value,Wool,Sheep or Lambs' Wool - - - - -,1895,"26,025,960",26025960
import,quantity,"Animals, Living",Coconut,1886,"25,363,443",25363443
import,quantity,,Parroleum,1876,"25,201,177",25201177
export_uk,quantity,,"Sheep and Lambs', British, raw or undressed",1900,"24,928,800",24928800
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1897,"24,122,576",24122576
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1898,"23,693,100",23693100
import,quantity,"Animals, Living",Coconut,1885,"23,414,892",23414892
import,value,"Corn, Grain, Meal, and Flour",Wheat - - - - -,1897,"23,363,503",23363503
reexport,value,,Hull -,1874,"23,273,231",23273231
reexport,value,,Rabbit Skins - - - - -,1894,"23,168,076",23168076
import,quantity,"Animals, Living",Coconut,1884,"22,713,774",22713774
import,quantity,"Animals, Living",Coconut,1883,"22,698,161",22698161
export_uk,value,Woollen Manufactures,Total - - - - -,1869,"22,669,293",22669293
import,quantity,Leather Manufactures,Gloves,1875,"22,636,584",22636584
export_uk,quantity,,Flocks and Rag Wool,1889,"22,530,700",22530700
export_uk,value,,"Flocks and Rag Wool . . . . . """,1889,"516,458|22,530,700",22530700
reexport,value,,TOTAL from SCOTLAND . . . . .,1893,"22,217,415",22217415
reexport,value,,""" Other than Muslins . . . . . """,1898,"22,194,424",22194424
import,value,"Corn, Grain, and Meal",Wheat - - - - -,1868,"22,069,353",22069353
export_uk,quantity,,"Sheep and Lambs', raw or undressed - Lbs.",1889,"21,768,409",21768409
export_uk,value,,"Sheep and Lambs', raw or undressed . . . . . Lbs.",1889,"21,768,409|970,750",21768409
export_uk,value,"Coal, Cinders, &amp;c., viz.",Coal and Culm - - - - -,1899,"21,690,394|21,690,391",21690394
import,value,"Corn, Grain, Meal, and Flour",Wheat - - - - -,1896,"21,678,989",21678989
export_uk,quantity,,"Wool:  Sheep and Lambs', raw or undressed Lbs.",1895,"21,667,200",21667200
export_uk,value,Woollen Manufactures,Total - - - - -,1870,"21,664,953|21,661,953",21664953
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1895,"21,607,290",21607290
export_uk,quantity,"Wool, viz.","Sheep and Lambs', British, raw or undressed",1895,"21,607,250",21607250
import,quantity,,Parroleum,1874,"21,463,361",21463361
reexport,value,,Hull -,1875,"20,838,396",20838396
reexport,value,,Rabbit Skins - - - - -,1897,"20,635,301",20635301
export_uk,quantity,,Noils,1889,"20,428,500",20428500
export_uk,value,,"Noils . . . . . """,1889,"20,428,500",20428500
export_uk,quantity,,Of mixed Materials (Cotton predomining),1880,"20,330,900",20330900
import,value,Sugar,Raw - - - - -,1881,"20,251,865",20251865
export_uk,quantity,,"Checked, Printed, {or Dried",1895,"20,235,800",20235800
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1894,"20,185,709",20185709
reexport,value,,""" Other than Muslins . . . . . """,1899,"20,085,692",20085692
export_uk,value,Woollen Manufactures,TOTAL - - - - -,1888,"19,992,672",19992672
import,quantity,,"Woollen Yarn, For Weaving",1900,"19,858,359",19858359
export_uk,value,,Oil and Floor Cloth . . . . . Sq. Yds.,1891,"19,685,000",19685000
reexport,value,,""" Other than Muslins . . . . . """,1895,"19,682,338",19682338
import,value,,"Linen, Yarn . . . . . Lbs.",1889,"19,637,817|769,398",19637817
import,quantity,,"Woollen, Yarn, of all kinds",1895,"19,633,481",19633481
import,quantity,,"Yarn, of all kinds",1895,"19,633,481",19633481
import,quantity,,„ „ Wool and Zephyr Yarn,1899,"19,608,143",19608143
import,value,,„ For Weaving . . . . . „,1899,"19,608,143",19608143
export_uk,value,Woollen Manufactures,Total - - - - -,1868,"19,581,388",19581388
reexport,quantity,,Wax (including Ozokerit and Earth Wax) Cwts.Whalebone (including Finners),1898,"19,568,518",19568518
import,value,"Corn, Grain, and Meal",Wheat - - - - -,1869,"19,515,738|19,515,758",19515758
import,quantity,,Parroleum,1875,"19,440,939",19440939
import,value,,"Linen, Yarn . . . . . Lbs.",1891,"19,130,076|758,749",19130076
reexport,value,,Hull -,1877,"19,109,797",19109797
reexport,value,,Rabbit Skins - - - - -,1896,"18,888,612",18888612
export_uk,quantity,,""" mixed with other ma-terials",1895,"18,833,300",18833300
export_uk,quantity,"Woollen Tissues, viz: Heavy, weighing above 11 oz. per square yard",",, mixed with other materials",1895,"18,833,300",18833300
